strain_name,species,flavour1,flavour2,flavour3,prop1,val1,prop2,val2,prop3,val3,prop4,val4,prop5,val5,prop6,val6,prop7,val7,prop8,val8,prop9,val9,prop10,val10,prop11,val11,prop12,val12,prop13,val13,prop14,val14,prop15,val15
Grape Inferno,indica,Grape,Skunk,Tropical,Relaxed,100,Happy,85.76642336,Euphoric,85.03649635,Creative,75.91240876,Uplifted,74.45255474,Inflammation,100,Nausea,100,Insomnia,90.07633588,Pain,90.07633588,Stress,88.54961832,Dry Mouth,100,Dry Eyes,21.62162162,Dizzy,5.405405405,Paranoid,5.405405405,Anxious,5.405405405
Dance World,sativa,Earthy,Citrus,Spicy/Herbal,Happy,100,Euphoric,85.35825545,Uplifted,76.9470405,Energetic,66.66666667,Talkative,63.55140187,Headaches,100,Muscle Spasms,98.68852459,Stress,82.95081967,Depression,68.19672131,Lack of Appetite,67.54098361,Dizzy,100,Dry Mouth,6.060606061,Headache,3.03030303,,,,
Royal Dwarf,hybrid,Pine,Skunk,Lemon,Happy,100,Relaxed,100,Hungry,68.19923372,Uplifted,65.90038314,Creative,37.54789272,Insomnia,100,Stress,61.25,Pain,7.5,Depression,5.625,Muscle Spasms,5.625,Dry Mouth,100,Dry Eyes,84.21052632,Dizzy,3.157894737,,,,
Red Congolese,sativa,Spicy/Herbal,Earthy,Woody,Energetic,100,Focused,85.92585119,Euphoric,81.80474583,Uplifted,81.3711749,Happy,73.88675891,Stress,100,Depression,89.55611282,Fatigue,58.72774998,Pain,37.87044307,Headaches,32.48180742,Dry Mouth,100,Dry Eyes,80.32442102,Paranoid,50.28284098,Headache,48.74172025,Dizzy,26.16883431
Green Mango,indica,Citrus,Earthy,Woody,Euphoric,100,Uplifted,80,Happy,80,Relaxed,60,Talkative,40,Depression,100,Headaches,100,Lack of Appetite,100,Muscle Spasms,100,Pain,100,Dry Mouth,100,,,,,,,,
Humboldt Headband,indica,Berry,Chemical,Sweet,Relaxed,100,Tingly,72.72727273,Euphoric,36.36363636,Sleepy,27.27272727,Happy,27.27272727,Stress,100,Depression,50,Insomnia,50,Lack of Appetite,50,Pain,50,Dry Mouth,100,Dizzy,22.22222222,Dry Eyes,11.11111111,Anxious,11.11111111,,
White Siberian,hybrid,Earthy,Sweet,Flowery,Relaxed,100,Euphoric,96.17834395,Happy,92.3566879,Uplifted,86.62420382,Focused,84.7133758,Pain,100,Stress,93.52517986,Depression,87.05035971,Inflammation,15.10791367,Headaches,12.94964029,Dry Mouth,100,Dry Eyes,82.6446281,Paranoid,4.958677686,Anxious,4.958677686,Dizzy,2.479338843
South Asian Indica,indica,Sweet,,,Sleepy,100,Talkative,100,Uplifted,100,Euphoric,100,Giggly,100,Pain,100,Stress,100,Cramps,50,Depression,50,Headaches,50,Dry Eyes,100,Dry Mouth,100,,,,,,
Gremlin,hybrid,Sweet,Pungent,Citrus,Euphoric,100,Relaxed,80,Uplifted,60,Aroused,40,Sleepy,40,Depression,100,Headaches,100,Insomnia,100,Muscle Spasms,100,Pain,100,Dry Mouth,100,Dry Eyes,50,Paranoid,50,,,,
Gas Mask,indica,Pungent,Earthy,Skunk,Relaxed,100,Euphoric,64.94845361,Uplifted,49.48453608,Sleepy,40.20618557,Tingly,40.20618557,Pain,100,Inflammation,75,Stress,75,Depression,50,Insomnia,50,Dry Eyes,100,Paranoid,50,Dizzy,10.41666667,Dry Mouth,10.41666667,,
Sunshine #4,hybrid,Citrus,Sweet,Tropical,Uplifted,100,Relaxed,92.58010118,Euphoric,79.76391231,Happy,68.29679595,Creative,45.86846543,Stress,100,Pain,87.83151326,Depression,65.67862715,Muscle Spasms,40.09360374,Inflammation,38.53354134,Dry Mouth,100,Dry Eyes,93.42105263,Paranoid,3.289473684,Anxious,3.289473684,,
Holland's Hope,indica,Citrus,Flowery,Woody,Euphoric,100,Focused,87.11656442,Relaxed,59.50920245,Happy,58.89570552,Sleepy,52.7607362,Stress,100,Depression,87.36842105,Pain,18.94736842,Insomnia,10.52631579,Nausea,10.52631579,Dry Mouth,100,Dry Eyes,94.25287356,Paranoid,13.79310345,Dizzy,4.597701149,Headache,4.597701149
White Slipper,hybrid,Spicy/Herbal,Pepper,Blueberry,Happy,100,Euphoric,77.69784173,Talkative,62.58992806,Relaxed,56.83453237,Uplifted,50.35971223,Stress,100,Depression,96.42857143,Pain,92.85714286,Cramps,7.142857143,Headaches,7.142857143,Dry Mouth,100,Dry Eyes,71.23287671,Dizzy,63.01369863,Anxious,8.219178082,,
Fortune Cookies,hybrid,Flowery,Honey,Pungent,Happy,100,Relaxed,81.15091016,Euphoric,48.75709532,Focused,43.80504991,Creative,39.69465649,Depression,100,Stress,92.92586304,Nausea,84.77645727,Pain,41.87889078,Headaches,28.91907187,Dry Mouth,100,Dizzy,53.59246172,Dry Eyes,41.69611307,Anxious,34.15783274,Paranoid,24.14605418
Poochie Love,sativa,Earthy,Pungent,Skunk,Euphoric,100,Focused,100,Creative,66.66666667,Happy,66.66666667,Energetic,33.33333333,,,,,,,,,,,,,,,,,,,,
Do-Si-Dos,indica,Earthy,Sweet,Pungent,Relaxed,100,Euphoric,58.98604867,Happy,58.21668704,Sleepy,54.77883998,Hungry,38.70570558,Stress,100,Pain,87.16234363,Insomnia,77.26437599,Depression,70.91224922,Lack of Appetite,36.37933416,Dry Mouth,100,Dry Eyes,49.53234151,Dizzy,32.32156342,Paranoid,24.22829084,Headache,17.20875839
Gandalf OG,indica,Sweet,Berry,Flowery,Sleepy,100,Uplifted,85.36585366,Energetic,82.92682927,Relaxed,69.91869919,Hungry,60.16260163,Insomnia,100,Stress,86.04651163,Headaches,79.06976744,Eye Pressure,13.95348837,Inflammation,13.95348837,Dry Mouth,100,Dry Eyes,93.02325581,,,,,,
Bubba Berry,indica,Berry,Earthy,Pungent,Relaxed,100,Sleepy,52.94117647,Happy,52.94117647,Euphoric,47.05882353,Talkative,35.29411765,Pain,100,Stress,100,Depression,88.88888889,Insomnia,77.77777778,Fatigue,66.66666667,Dry Eyes,100,Dry Mouth,100,,,,,,
Alohaberry,hybrid,Berry,Apple,Chestnut,Energetic,100,Uplifted,94.50549451,Aroused,91.20879121,Tingly,84.61538462,Happy,18.68131868,Eye Pressure,100,Seizures,100,Stress,22.36842105,Pain,14.47368421,Depression,10.52631579,Dry Mouth,100,Dry Eyes,55.55555556,Paranoid,22.22222222,,,,
Red Widow,hybrid,Tropical,Skunk,Butter,Happy,100,Uplifted,50,Energetic,50,Focused,50,Giggly,50,Paranoid,100,,,,,,,,,,,,,,,,,,
B4,hybrid,Spicy/Herbal,Berry,Skunk,Relaxed,100,Happy,72.07207207,Uplifted,69.36936937,Focused,62.61261261,Energetic,48.64864865,Stress,100,Depression,97.97297297,Pain,75,Headaches,68.91891892,Muscle Spasms,68.91891892,,,,,,,,,,
SnowLAnd,hybrid,Woody,Pine,Citrus,Relaxed,100,Happy,72.64362657,Euphoric,49.27064632,Focused,48.90035907,Sleepy,47.0938061,Stress,100,Pain,77.0902138,Depression,76.36015992,Headaches,61.15070398,Cramps,54.21519207,Dry Mouth,100,Dry Eyes,47.55947498,Paranoid,27.89171452,Anxious,27.89171452,Dizzy,2.440525021
Harley Twin,sativa,Sweet,,,Uplifted,100,Creative,100,Energetic,100,Euphoric,100,Relaxed,100,Dry Mouth,100,,,,,,,,,,,,,,,,,,
Cheese,hybrid,Cheese,Skunk,Pungent,Relaxed,100,Happy,84.67787466,Uplifted,78.92824263,Euphoric,64.94573773,Giggly,50.84266939,Pain,100,Depression,78.95181196,Stress,74.78105827,Inflammation,53.0839848,Insomnia,50.51233923,Dry Mouth,100,Dizzy,55.48191672,Dry Eyes,43.38662469,Paranoid,9.24225434,Headache,5.677496934
Bubbleberry,hybrid,Blueberry,Citrus,Rose,Happy,100,Giggly,77.82608696,Creative,72.95986622,Relaxed,72.45819398,Euphoric,69.09698997,Stress,100,Pain,83.06698402,Fatigue,54.43726624,Depression,53.06018361,Insomnia,45.91975519,Headache,100,Dry Eyes,55.54668795,Paranoid,24.18196329,Dry Mouth,23.94253791,Dizzy,6.584197925
Black Label Kush,indica,Earthy,Woody,Spicy/Herbal,Relaxed,100,Euphoric,61.88118812,Happy,60.3960396,Tingly,54.45544554,Hungry,51.48514851,Stress,100,Headaches,82.74336283,Pain,55.30973451,Insomnia,53.98230088,Depression,46.01769912,Dry Mouth,100,Dry Eyes,95.41984733,Dizzy,6.870229008,Headache,2.290076336,Paranoid,2.290076336
False Teeth,hybrid,Sweet,Pungent,Earthy,Relaxed,100,Euphoric,94.44444444,Happy,94.44444444,Uplifted,91.66666667,Tingly,86.11111111,Stress,100,Depression,96.96969697,Nausea,84.84848485,Pain,84.84848485,Headaches,81.81818182,Dizzy,100,Dry Mouth,100,,,,,,
Jackalope,sativa,Citrus,Earthy,Flowery,Happy,100,Talkative,71.42857143,Energetic,71.42857143,Euphoric,71.42857143,Uplifted,57.14285714,Depression,100,Stress,83.33333333,Fatigue,50,Headaches,50,Insomnia,33.33333333,Dizzy,100,Dry Mouth,75,Dry Eyes,50,Paranoid,50,Headache,25
Juicy Fruit,hybrid,Earthy,Citrus,Sweet,Happy,100,Uplifted,71.57564244,Relaxed,71.54440998,Euphoric,69.51336068,Tingly,61.63808388,Stress,100,Depression,94.2476043,Pain,60.90000883,Fatigue,54.62466807,Lack of Appetite,31.86908716,Dry Eyes,100,Dry Mouth,96.07891105,Dizzy,80.33085775,Anxious,33.64197388,Headache,17.17155399
Euphoria Cookies,hybrid,Sweet,Citrus,Blueberry,Euphoric,100,Creative,94.04761905,Happy,63.0952381,Uplifted,50,Relaxed,36.9047619,Depression,100,Insomnia,80.76923077,Stress,80.76923077,Fatigue,38.46153846,Nausea,38.46153846,Dry Mouth,100,,,,,,,,
C3,hybrid,,,,Talkative,100,Euphoric,100,Giggly,100,Happy,100,Relaxed,100,,,,,,,,,,,,,,,,,,,,
Head Cheese,hybrid,Cheese,Pungent,Pine,Euphoric,100,Relaxed,97.67259414,Happy,78.81799163,Aroused,52.35355649,Uplifted,49.97384937,Pain,100,Stress,96.44074214,Headaches,51.11700114,Inflammation,45.13441878,Insomnia,41.19651647,Dry Mouth,100,Dry Eyes,65.37267081,Anxious,32.29813665,Dizzy,18.47826087,Headache,17.70186335
Alice in Wonderland,sativa,Earthy,Strawberry,Grape,Focused,100,Euphoric,67.25724964,Relaxed,62.75174753,Creative,56.96587999,Giggly,54.85500727,Stress,100,Depression,96.87709123,Fatigue,38.88021414,Pain,34.97657818,Inflammation,12.96007138,Dry Mouth,100,Dry Eyes,29.97746056,Paranoid,22.08865515,Anxious,12.79739544,Dizzy,1.753067869
Sweet Pebbles,hybrid,Sweet,Berry,Citrus,Happy,100,Relaxed,100,Hungry,85.71428571,Creative,17.14285714,Euphoric,14.28571429,Inflammation,100,Pain,97.05882353,Lack of Appetite,94.11764706,Depression,5.882352941,Stress,5.882352941,,,,,,,,,,
The Grunk,hybrid,Grape,Skunk,Sweet,Euphoric,100,Happy,100,Uplifted,76.19047619,Relaxed,76.19047619,Sleepy,47.61904762,Lack of Appetite,100,Pain,100,Depression,83.33333333,Headaches,66.66666667,Insomnia,66.66666667,Dry Mouth,100,Dry Eyes,71.42857143,Paranoid,28.57142857,Anxious,28.57142857,Dizzy,14.28571429
Hawaiian Sunrise,hybrid,Citrus,Lemon,Spicy/Herbal,Uplifted,100,Happy,100,Relaxed,83.33333333,Tingly,66.66666667,Energetic,50,Stress,100,Depression,80,Pain,60,Fatigue,40,Headaches,40,Dry Mouth,100,Dry Eyes,66.66666667,Dizzy,33.33333333,Headache,33.33333333,Paranoid,33.33333333
MILF,hybrid,Sweet,Earthy,Sage,Happy,100,Euphoric,80,Uplifted,70,Relaxed,70,Giggly,50,Stress,100,Cramps,50,Depression,50,Headaches,50,Inflammation,50,Dizzy,100,Dry Mouth,100,Dry Eyes,75,Headache,25,Paranoid,25
Jamaican Pearl,sativa,Pineapple,Tropical,Earthy,Happy,100,Focused,74.26470588,Euphoric,62.5,Uplifted,49.63235294,Creative,44.11764706,Stress,100,Depression,39.28571429,Pain,39.28571429,Nausea,28.57142857,Fatigue,17.85714286,Dry Mouth,100,Dry Eyes,93.75,Dizzy,50,Paranoid,25,Headache,6.25
Death Star,indica,Earthy,Diesel,Pungent,Relaxed,100,Euphoric,71.03479443,Happy,66.60394676,Sleepy,55.13742598,Uplifted,44.38783734,Pain,100,Stress,93.85930556,Insomnia,72.22259258,Depression,69.83669417,Nausea,41.20490132,Dry Mouth,100,Dry Eyes,65.4778741,Paranoid,27.27979958,Anxious,26.69782134,Dizzy,25.5411435
Higher Power,sativa,Grape,Flowery,Grapefruit,Creative,100,Uplifted,80,Focused,80,Happy,80,Tingly,60,Depression,100,Lack of Appetite,100,Headaches,66.66666667,Insomnia,66.66666667,Muscle Spasms,66.66666667,Dry Mouth,100,Dry Eyes,50,Paranoid,50,,,,
Pineapple Jack,sativa,Pineapple,Sweet,Woody,Happy,100,Relaxed,88.24146982,Euphoric,84.82939633,Uplifted,71.07611549,Creative,35.85301837,Lack of Appetite,100,Stress,57.65124555,Depression,43.95017794,Pain,39.6797153,Fatigue,36.12099644,Dry Mouth,100,Dry Eyes,31.25,Headache,23.89705882,Dizzy,8.823529412,Paranoid,7.352941176
Rene Mist,hybrid,Flowery,Earthy,Rose,Happy,100,Hungry,85.71428571,Relaxed,85.71428571,Uplifted,57.14285714,Aroused,42.85714286,Pain,100,Stress,100,Depression,60,Lack of Appetite,60,Muscle Spasms,40,Dizzy,100,Dry Eyes,66.66666667,Dry Mouth,66.66666667,,,,
North American Sativa,sativa,Earthy,Pungent,Skunk,Uplifted,100,Euphoric,100,Focused,100,Happy,100,Talkative,94.73684211,Cramps,100,Depression,100,Eye Pressure,100,Fatigue,100,Headaches,100,Dizzy,100,Dry Eyes,100,Headache,100,Anxious,100,,
Chocolate Fondue,sativa,Sweet,Cheese,Coffee,Uplifted,100,Happy,58.87323944,Euphoric,57.18309859,Energetic,52.95774648,Relaxed,52.95774648,Stress,100,Depression,21.64948454,Lack of Appetite,12.37113402,Nausea,10.82474227,Fatigue,9.278350515,Dry Mouth,100,Dry Eyes,6.593406593,Dizzy,4.945054945,Headache,3.296703297,Anxious,1.648351648
Cherry Sauce,hybrid,Spicy/Herbal,Sweet,Citrus,Talkative,100,Tingly,100,Uplifted,100,Energetic,100,Creative,20,Headaches,100,Stress,100,Dry Eyes,100,Dry Mouth,100,,,,,,,,,,,,
$100 OG,hybrid,Earthy,Pungent,Pine,Creative,100,Relaxed,99.93073541,Energetic,96.45545986,Uplifted,85.86098898,Happy,85.29783774,Insomnia,100,Stress,98.52121654,Headaches,96.23383719,Lack of Appetite,96.1136405,Pain,95.91695502,Dry Mouth,100,Dry Eyes,87.9464921,Headache,69.78796072,Paranoid,43.03401167,Dizzy,10.3315782
Blues,hybrid,Berry,Pungent,Earthy,Relaxed,100,Sleepy,88.0608365,Happy,27.60456274,Creative,19.77186312,Uplifted,19.23954373,Muscle Spasms,100,Stress,18.69747899,Pain,17.96218487,Depression,17.22689076,Headaches,10.08403361,Dry Mouth,100,Dry Eyes,89.84302862,Dizzy,8.217913204,Paranoid,2.585410896,Headache,1.939058172
Green Monster,hybrid,Earthy,Flowery,Sweet,Happy,100,Uplifted,86.89361702,Talkative,85.36170213,Energetic,72.5106383,Euphoric,17.70212766,Depression,100,Pain,19.6969697,Stress,7.692307692,Insomnia,3.846153846,Fatigue,3.146853147,Dry Mouth,100,Dry Eyes,17.08984375,Headache,1.46484375,Paranoid,1.46484375,Dizzy,0.87890625
Blue Nina,hybrid,Blueberry,Flowery,Earthy,Happy,100,Euphoric,70.37037037,Talkative,59.25925926,Giggly,59.25925926,Aroused,29.62962963,Dry Mouth,100,,,,,,,,,,,,,,,,,,
Queen's Panties,hybrid,Sweet,Berry,Blueberry,Happy,100,Relaxed,70.37037037,Focused,57.40740741,Talkative,55.55555556,Uplifted,44.44444444,Eye Pressure,100,Stress,93.75,Cramps,50,Depression,50,Fatigue,50,Dry Eyes,100,Dry Mouth,62.5,Paranoid,33.33333333,Anxious,33.33333333,,
Travel Joint,hybrid,Lime,Earthy,Lemon,Uplifted,100,Happy,97.2972973,Relaxed,70.27027027,Focused,67.56756757,Aroused,60.81081081,Fatigue,100,Stress,70.96774194,Headaches,32.25806452,Insomnia,32.25806452,Depression,3.225806452,Dry Mouth,100,Dry Eyes,9.090909091,,,,,,
Fire Alien Strawberry,hybrid,Spicy/Herbal,Sweet,Strawberry,Hungry,100,Talkative,50,Uplifted,50,Energetic,50,Focused,50,Depression,100,Fatigue,100,Stress,100,Dry Mouth,100,Paranoid,50,Anxious,50,,,,,,,,
Strawberry Fields,indica,Strawberry,Sweet,Berry,Relaxed,100,Happy,91.56160098,Euphoric,66.70725917,Sleepy,51.59679356,Hungry,46.02686926,Stress,100,Pain,92.15182428,Depression,81.40818254,Insomnia,74.79760375,Fatigue,55.38072166,Dry Mouth,100,Anxious,52.53364014,Dry Eyes,47.18456639,Headache,32.63968786,Dizzy,3.858402948
Pine Cone,hybrid,Pine,Woody,Spicy/Herbal,Creative,100,Tingly,77.77777778,Uplifted,55.55555556,Euphoric,55.55555556,Focused,55.55555556,Depression,100,Stress,100,Fatigue,83.33333333,Inflammation,83.33333333,Pain,83.33333333,Dry Mouth,100,Paranoid,80,Dry Eyes,40,,,,
Bronze Whaler,indica,,,,Hungry,100,Relaxed,100,Stress,100,Dry Mouth,100,,,,,,,,,,,,,,,,,,,,,,
In The Pines,sativa,Earthy,Pine,Sweet,Energetic,100,Uplifted,27.21417069,Happy,26.7310789,Focused,20.77294686,Relaxed,20.77294686,Pain,100,Inflammation,95.20547945,Depression,13.69863014,Stress,10.44520548,Muscle Spasms,7.876712329,Dizzy,100,Dry Mouth,7.434944238,Dry Eyes,6.319702602,Headache,1.115241636,Paranoid,0.557620818
Space Candy,hybrid,Sweet,Apple,Earthy,Uplifted,100,Happy,99.27165857,Relaxed,72.00357782,Euphoric,58.13953488,Focused,46.85663174,Stress,100,Pain,28.25976662,Depression,25.34246575,Insomnia,16.51445967,Nausea,13.95230847,Dry Eyes,100,Dry Mouth,96.32352941,Anxious,78.73303167,Dizzy,5.316742081,Headache,0.820135747
Sour Dream,hybrid,Woody,Skunk,Berry,Happy,100,Euphoric,93.6757964,Energetic,93.64053133,Uplifted,89.51451746,Creative,88.87974609,Depression,100,Fatigue,98.40550258,Stress,93.18430514,Lack of Appetite,83.13271846,Nausea,78.39612318,Dry Mouth,100,Dry Eyes,66.66666667,Dizzy,12.42690058,Anxious,11.18421053,Headache,8.698830409
Cold Creek Kush,hybrid,Flowery,Sage,Tobacco,Focused,100,Euphoric,33.94833948,Happy,33.2103321,Energetic,28.41328413,Hungry,28.41328413,Pain,100,Stress,99.12280702,Muscle Spasms,97.07602339,Depression,80.70175439,Headaches,76.9005848,Dry Mouth,100,Dry Eyes,79.46428571,Headache,0.297619048,Paranoid,0.297619048,Anxious,0.297619048
Blackberry Kush,indica,Berry,Earthy,Sweet,Relaxed,100,Sleepy,75.865006,Happy,64.24802386,Hungry,41.89101353,Uplifted,40.54816245,Stress,100,Insomnia,82.13828491,Pain,81.46775171,Depression,74.94416974,Lack of Appetite,51.51852978,Dry Mouth,100,Dry Eyes,77.5100018,Dizzy,75.0527682,Anxious,11.52038469,Paranoid,5.183514138
Batgirl,hybrid,,,,Relaxed,100,Euphoric,7.692307692,Depression,100,Inflammation,100,Muscle Spasms,100,Pain,100,Stress,100,Dry Mouth,100,,,,,,,,,,,,,,
Blackberry Diesel,sativa,Diesel,Berry,Pungent,Uplifted,100,Aroused,88.67924528,Giggly,88.67924528,Creative,50,Happy,28.30188679,Stress,100,Depression,60,Lack of Appetite,60,Fatigue,40,Headaches,40,Anxious,100,Dry Mouth,21.42857143,Dry Eyes,10.71428571,Dizzy,5.357142857,Headache,5.357142857
Candy Cane,indica,Sweet,Mango,Tropical,Relaxed,100,Euphoric,52.20588235,Hungry,49.26470588,Sleepy,34.92647059,Happy,33.45588235,Stress,100,Insomnia,61.94029851,Pain,58.95522388,Depression,55.97014925,Lack of Appetite,50,Dizzy,100,Dry Mouth,100,Paranoid,82.08955224,Anxious,70.14925373,Dry Eyes,17.91044776
Pineapple OG,sativa,Pineapple,Citrus,Tropical,Happy,100,Relaxed,90.84483168,Uplifted,76.19249415,Energetic,66.10502763,Creative,64.33705123,Stress,100,Depression,97.99476896,Pain,66.8700959,Lack of Appetite,47.16652136,Headaches,32.43243243,Dry Mouth,100,Dry Eyes,85.36263571,Anxious,8.74924608,Paranoid,5.888118215,Dizzy,3.814837153
Sweet Black Angel,indica,Earthy,Sweet,Berry,Relaxed,100,Euphoric,67.85714286,Sleepy,60.71428571,Happy,53.57142857,Tingly,41.07142857,Depression,100,Stress,100,Inflammation,78.57142857,Insomnia,60.71428571,Pain,60.71428571,Dry Eyes,100,Dry Mouth,31.81818182,,,,,,
Capleton,hybrid,Lavender,Skunk,Spicy/Herbal,Euphoric,100,Giggly,100,Happy,100,Creative,80,Focused,80,Eye Pressure,100,Pain,100,Stress,100,Depression,20,Fatigue,20,Dry Mouth,100,Dry Eyes,20,,,,,,
Chloe,hybrid,Earthy,Pepper,Citrus,Creative,100,Uplifted,91.33964817,Euphoric,85.52097429,Energetic,74.9661705,Happy,25.84573748,Depression,100,Stress,52.34899329,Fatigue,42.95302013,Spasticity,42.95302013,Insomnia,14.09395973,Dry Eyes,100,Dizzy,90.14084507,,,,,,
Lethal Purple,hybrid,Sweet,Grape,Flowery,Talkative,100,Creative,100,Euphoric,100,Happy,100,Hungry,100,Stress,100,Insomnia,50,Pain,50,Depression,25,Headaches,25,Dry Eyes,100,Dry Mouth,66.66666667,Dizzy,33.33333333,Headache,33.33333333,,
White Nightmare,sativa,Earthy,Woody,Blueberry,Euphoric,100,Happy,85.6144438,Uplifted,78.50902737,Relaxed,69.6563774,Talkative,65.84158416,Depression,100,Stress,82.44375827,Pain,74.54786061,Muscle Spasms,61.66740185,Lack of Appetite,37.53859727,Dry Mouth,100,Dry Eyes,93.5546875,Anxious,2.34375,Paranoid,1.7578125,Headache,0.5859375
Swiss Sativa,sativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFV OG,hybrid,Earthy,Pine,Pungent,Relaxed,100,Euphoric,83.85207101,Happy,82.78360762,Uplifted,75.64142018,Focused,54.07522267,Depression,100,Stress,97.22538699,Pain,86.16447089,Fatigue,48.48833507,Lack of Appetite,47.43574042,Dry Mouth,100,Dry Eyes,29.54784137,Dizzy,21.49218281,Anxious,10.20898848,Headache,10.01062009
818 OG,indica,Flowery,Pungent,Sweet,Relaxed,100,Happy,98.92665474,Sleepy,55.99284436,Euphoric,43.47048301,Tingly,42.39713775,Insomnia,100,Pain,100,Stress,98.81422925,Nausea,46.83794466,Inflammation,46.24505929,Dry Mouth,100,Dry Eyes,75,Paranoid,25,,,,
Qrazy Train,hybrid,Earthy,Sweet,Citrus,Relaxed,100,Uplifted,93.48584723,Happy,91.50833656,Creative,79.10042652,Euphoric,71.42303218,Stress,100,Depression,96.62921348,Lack of Appetite,65.63670412,Pain,59.36329588,Muscle Spasms,35.62734082,Dry Eyes,100,Dry Mouth,90,Dizzy,21.69491525,Headache,12.20338983,Paranoid,2.711864407
Katsu Kush,indica,Pungent,Earthy,Sweet,Sleepy,100,Relaxed,69.11764706,Euphoric,31.61764706,Happy,31.61764706,Uplifted,28.67647059,Insomnia,100,Spasticity,93.87755102,Eye Pressure,92.85714286,Pain,12.24489796,Stress,10.20408163,Dry Mouth,100,Dry Eyes,85.71428571,Headache,14.28571429,Paranoid,14.28571429,,
Boss Hogg,hybrid,Earthy,Citrus,Pungent,Happy,100,Uplifted,87.80487805,Relaxed,85.77235772,Euphoric,66.2601626,Talkative,58.94308943,Stress,100,Depression,76.08695652,Insomnia,73.91304348,Pain,41.30434783,Headaches,39.13043478,Dry Eyes,100,Dry Mouth,34.7826087,Anxious,17.39130435,Paranoid,6.52173913,Headache,2.173913043
Silver Back,hybrid,Pungent,Earthy,Diesel,Euphoric,100,Talkative,83.87096774,Relaxed,83.87096774,Energetic,75.80645161,Uplifted,61.29032258,Depression,100,Pain,98.24561404,Lack of Appetite,91.22807018,Stress,75.43859649,Fatigue,49.12280702,Dry Mouth,100,Headache,50,Anxious,17.85714286,,,,
Yeti OG,indica,Earthy,Diesel,Mint,Happy,100,Energetic,83.8028169,Uplifted,80.98591549,Focused,78.87323944,Relaxed,53.52112676,Stress,100,Pain,73.80952381,Insomnia,71.42857143,Lack of Appetite,38.0952381,Headaches,33.33333333,Dry Mouth,100,Anxious,8.403361345,Dry Eyes,2.521008403,,,,
BC Roadkill,hybrid,Pungent,Skunk,Earthy,Euphoric,100,Giggly,82.35294118,Uplifted,70.58823529,Happy,70.58823529,Creative,64.70588235,Stress,100,Pain,69.23076923,Depression,46.15384615,Nausea,46.15384615,Fatigue,30.76923077,Dry Mouth,100,Dry Eyes,43.75,Dizzy,18.75,Paranoid,18.75,Anxious,12.5
Tuna OG,hybrid,,,,Tingly,100,Energetic,80,Giggly,80,Happy,80,Relaxed,60,Eye Pressure,100,Muscle Spasms,100,Dry Eyes,100,Dry Mouth,100,Paranoid,100,,,,,,,,,,
Irish Cream,indica,Earthy,Vanilla,Butter,Relaxed,100,Happy,39.02439024,Uplifted,31.70731707,Sleepy,15.85365854,Hungry,15.85365854,Eye Pressure,100,Pain,52.5,Stress,52.5,Depression,40,Inflammation,32.5,Headache,100,,,,,,,,
Blue Magoo,hybrid,Sweet,Blueberry,Flowery,Relaxed,100,Happy,90.43280182,Euphoric,76.6026684,Hungry,49.62577286,Creative,48.97494305,Nausea,100,Stress,80.19191227,Depression,77.9986292,Lack of Appetite,66.0726525,Fatigue,60.45236463,Dry Eyes,100,Dry Mouth,75,Anxious,15.6133829,Headache,11.15241636,Paranoid,10.96654275
Royal Highness,hybrid,Earthy,Pine,Diesel,Energetic,100,Uplifted,90.73569482,Relaxed,90.73569482,Happy,77.38419619,Focused,71.9346049,Lack of Appetite,100,Pain,68.29268293,Depression,60.16260163,Stress,60.16260163,Nausea,52.03252033,Dry Mouth,100,Dry Eyes,8.474576271,Headache,4.237288136,,,,
